"SourceFile","IncidentNumber","Agency","IncidentDateTime","CallType","Area","ReasonForUseOfForce","Disposition","Arrest","MostSeriousCharge","OfficersInvolvedNum","OfficerRank","OfficerAge","OfficerRace","OfficerSex","OfficerTypeOfForceUtilized","OfficerPhysicalEmptyhand","OfficerOcSprayDisplay","OfficerOcSpray","OfficerTaserDisplay","OfficerTaser","OfficerFirearmPointed","OfficerFirearmFired","PrimaryOrAssistingOfficer","OfficerInjured","OfficerInjury","SubjectID","SubjectAge","SubjectRace","SubjectSex","SubjectMH","SubjectAlcohol","SubjectDrug","SubjectLevelOfResistance","SubjectRefusedCommands","SubjectWalkRan","SubjectThreats","SubjectEscape","SubjectAssaultCues","SubjectPassive","SubjectActive","SubjectAssaultive","SubjectUsedWeapon","SubjectPossessedWeapon","SubjectWeaponPossessed","SubjectInjured","SubjectInjury","SubjectMedical"
"BPD_UseOfForce_2012_2018.xlsx","13BU025535","Burlington","2013-09-23 02:26:00","Intoxication","C","","",0,"",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 1165",31,"White","M",0,1,0,"",0,0,0,0,0,1,0,0,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","13BU025957","Burlington","2013-09-27 00:40:00","Disorderly Conduct","D","","",1,"Resisting Arrest 13 VSA 3017 90Z",1,"U",0,"Unknown","U","Empty Hand Control,Oc Spray Use",1,0,1,0,0,0,0,"",1,"","Subject 1052",50,"White","M",1,1,0,"",1,0,1,0,0,0,1,1,0,0,"",0,"","Evaluated at scene"
"BPD_UseOfForce_2012_2018.xlsx","13BU025960","Burlington","2013-09-27 01:12:00","Disorderly Conduct","B","","",1,"Resisting Arrest 13 VSA 3017 90Z",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 1342",48,"White","M",0,1,0,"",0,0,0,0,1,0,1,1,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","13BU026074","Burlington","2013-09-27 23:58:00","Trespass","D","","",0,"",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 1231",51,"Asian","M",0,1,0,"",1,0,0,0,0,0,1,0,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","13BU026096","Burlington","2013-09-28 02:11:00","Assault - Simple","E","","",1,"Assault On A Law Enforcement Officer/Firefighter/EMS/Health Care Worker (Misdemeanor) 13 VSA 1028(A)(1) 13B",1,"U",0,"Unknown","U","Empty Hand Control,Oc Spray Use",1,0,1,0,0,0,0,"",1,"","Subject 1052",50,"White","M",1,1,0,"",1,0,1,0,1,1,1,0,0,0,"",0,"","Evaluated at scene"
"BPD_UseOfForce_2012_2018.xlsx","13BU026188","Burlington","2013-09-28 22:31:00","Domestic Assault - Misd","C","","",1,"Assault On A Law Enforcement Officer/Firefighter/EMS/Health Care Worker (Misdemeanor) 13 VSA 1028(A)(1) 13B",1,"U",0,"Unknown","U","Empty Hand Control,Oc Spray Display,Oc Spray Use",1,1,1,0,0,0,0,"",1,"","Subject 21",45,"Asian","M",1,1,0,"",1,0,0,0,1,0,1,1,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","13BU026207","Burlington","2013-09-29 01:34:00","Disorderly Conduct","D","","",1,"Disorderly Conduct - All Other 13 VSA 1026 90C",1,"U",0,"Unknown","U","Empty Hand Control,Oc Spray Use",1,0,1,0,0,0,0,"",1,"","Subject 917",28,"Asian","M",1,1,0,"",0,0,0,0,0,0,1,0,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","13BU026500","Burlington","2013-10-02 06:05:00","Search Warrant","D","","",0,"",1,"U",0,"Unknown","U","Firearm Pointed",0,0,0,0,0,1,0,"",1,"","Subject 83",30,"White","M",0,0,0,"",0,0,0,1,0,1,0,0,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","13BU026725","Burlington","2013-10-04 01:36:00","Intoxication","D","","",0,"",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 708",27,"White","M",1,1,0,"",0,0,0,0,0,0,1,0,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","13BU026809","Burlington","2013-10-04 19:31:00","Ordinance Violation - Other","D","","",0,"",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 362",47,"White","M",0,1,0,"",0,0,0,0,0,0,1,0,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","13BU026881","Burlington","2013-10-05 02:00:00","Disturbance","B","","",0,"",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 3",48,"White","F",1,1,0,"",1,1,0,1,0,0,0,0,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","13BU026875","Burlington","2013-10-05 02:14:00","Disorderly Conduct","D","","",1,"Disorderly Conduct - All Other 13 VSA 1026 90C",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 370",28,"White","M",0,1,0,"",1,0,0,0,0,0,0,0,0,0,"",1,"","No"
"BPD_UseOfForce_2012_2018.xlsx","13BU027143","Burlington","2013-10-07 23:53:00","Traffic","C","","",0,"",1,"U",0,"Unknown","U","",0,0,0,0,0,0,0,"",1,"","Subject 825",24,"Black","M",0,0,0,"",1,0,0,0,1,1,0,0,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","13BU027460","Burlington","2013-10-11 00:09:00","Impeding a Public Officer","D","","",1,"",1,"U",0,"Unknown","U","Empty Hand Control,Oc Spray Use",1,0,1,0,0,0,0,"",1,"","Subject 264",28,"Black","M",0,1,0,"",1,0,1,0,0,1,1,0,0,0,"",1,"","No"
"BPD_UseOfForce_2012_2018.xlsx","13BU027465","Burlington","2013-10-11 01:17:00","Assault - Simple","C","","",1,"",1,"U",0,"Unknown","U","Taser Display",0,0,0,1,0,0,0,"",1,"","Subject 423",26,"White","M",0,1,0,"",0,0,0,1,0,0,0,0,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","13BU027472","Burlington","2013-10-11 02:16:00","Disorderly Conduct","D","","",1,"Disorderly Conduct - All Other 13 VSA 1026 90C",1,"U",0,"Unknown","U","",0,0,0,0,0,0,0,"",1,"","Subject 1311",27,"White","M",0,1,0,"",0,0,0,1,0,0,0,0,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","13BU027606","Burlington","2013-10-12 01:39:00","Assault - Aggravated","D","","",1,"",1,"U",0,"Unknown","U","Empty Hand Control,Oc Spray Display,Oc Spray Use",1,1,1,0,0,0,0,"",1,"","Subject 18",37,"White","M",1,1,0,"",1,1,0,0,0,0,1,1,0,0,"",0,"","Transported to ER"
"BPD_UseOfForce_2012_2018.xlsx","13BU027613","Burlington","2013-10-12 02:37:00","Intoxication","C","","",0,"",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 194",31,"White","M",1,1,0,"",1,0,1,0,0,0,1,0,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","13BU027668","Burlington","2013-10-12 15:30:00","Intoxication","B","","",0,"",1,"U",0,"Unknown","U","Taser Use",0,0,0,0,1,0,0,"",1,"","Subject 645",24,"White","M",1,1,0,"",0,1,0,1,0,0,0,0,0,0,"",0,"","Transported to ER"
"BPD_UseOfForce_2012_2018.xlsx","13BU027761","Burlington","2013-10-13 01:46:00","Trespass","C","","",0,"",1,"U",0,"Unknown","U","Firearm Pointed",0,0,0,0,0,1,0,"",1,"","Subject 36",70,"White","M",0,0,0,"",0,0,0,0,0,0,0,0,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","13BU027804","Burlington","2013-10-13 19:10:00","Intoxication","D","","",0,"",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 568",61,"White","M",1,1,0,"",1,0,0,0,1,0,1,0,0,0,"",0,"","Admitted to hospital"
"BPD_UseOfForce_2012_2018.xlsx","13BU027888","Burlington","2013-10-14 16:22:00","Juvenile Problem","C","","",0,"",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 676",19,"White","F",1,0,0,"",1,0,0,0,0,0,1,0,0,0,"",0,"","Admitted to hospital"
"BPD_UseOfForce_2012_2018.xlsx","13BU026188","Burlington","2013-10-16 00:42:00","Domestic Assault - Misd","C","","",0,"",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 893",26,"White","M",1,0,1,"",0,0,0,0,0,0,1,0,0,0,"",1,"","Transported to ER"
"BPD_UseOfForce_2012_2018.xlsx","13BU028000","Burlington","2013-10-16 00:42:00","Disturbance","E","","",1,"Disorderly Conduct - All Other 13 VSA 1026 90C",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 893",26,"White","M",1,0,1,"",1,0,0,0,0,1,1,0,0,0,"",1,"","Admitted to hospital"
"BPD_UseOfForce_2012_2018.xlsx","13BU028121","Burlington","2013-10-17 11:40:00","Mental Health Issue","D","","",0,"",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 272",33,"White","F",1,0,1,"",1,0,0,1,0,1,0,0,0,0,"",0,"","Admitted to hospital"
"BPD_UseOfForce_2012_2018.xlsx","13BU028201","Burlington","2013-10-18 01:24:00","Fugitive From Justice","D","","",1,"",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 850",36,"Black","M",0,1,0,"",0,0,0,1,0,0,1,0,0,0,"",0,"","Transported to ER"
"BPD_UseOfForce_2012_2018.xlsx","13BU028289","Burlington","2013-10-18 22:49:00","Intoxication","B","","",0,"",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 284",26,"White","M",1,1,0,"",1,0,0,0,0,0,1,0,0,0,"",0,"","Evaluated at scene"
"BPD_UseOfForce_2012_2018.xlsx","13BU028486","Burlington","2013-10-20 19:56:00","Intoxication","B","","",0,"",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 1121",24,"White","M",1,1,0,"",1,0,0,0,1,0,1,0,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","13BU028490","Burlington","2013-10-20 22:15:00","Intoxication","D","","",0,"",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 384",42,"White","M",1,1,0,"",0,0,0,0,0,0,1,0,0,0,"",0,"","Transported to ER"
"BPD_UseOfForce_2012_2018.xlsx","13BU028585","Burlington","2013-10-21 21:06:00","Unlawful Restraint","D","","",1,"Kidnapping 13 VSA 2405 100",1,"U",0,"Unknown","U","Empty Hand Control,Firearm Pointed",1,0,0,0,0,1,0,"",1,"","Subject 238",40,"White","M",0,0,0,"",1,0,0,0,0,0,0,0,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","13BU028592","Burlington","2013-10-21 21:32:00","Domestic Disturbance","B","","",0,"",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 826",34,"Asian","M",1,1,0,"",0,0,0,0,0,0,1,0,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","13BU028771","Burlington","2013-10-23 05:50:00","Assist – Motorist","D","","",1,"",1,"U",0,"Unknown","U","Empty Hand Control,Firearm Pointed",1,0,0,0,0,1,0,"",1,"","Subject 320",38,"White","M",1,0,0,"",1,0,0,0,0,0,0,0,0,0,"",1,"","No"
"BPD_UseOfForce_2012_2018.xlsx","13BU002810","Burlington","2013-10-24 16:42:00","Crash - Property damage only","D","","",1,"",1,"U",0,"Unknown","U","",0,0,0,0,0,0,0,"",1,"","Subject 355",39,"White","M",1,1,0,"",1,0,0,0,0,0,1,0,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","13BU028877","Burlington","2013-10-25 01:34:00","Assault - Simple","D","","",1,"Simple Assault 13 VSA 1023 13B",1,"U",0,"Unknown","U","Firearm Pointed",0,0,0,0,0,1,0,"",1,"","Subject 691",24,"Black","M",1,1,1,"",1,0,0,0,0,1,0,0,1,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","13BU028877","Burlington","2013-10-25 01:35:00","Assault - Simple","D","","",0,"",1,"U",0,"Unknown","U","Firearm Pointed",0,0,0,0,0,1,0,"",1,"","Subject 1227",33,"Black","M",0,1,0,"",0,0,0,0,0,0,0,0,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","13BU028877","Burlington","2013-10-25 01:40:00","Assault - Simple","D","","",0,"",1,"U",0,"Unknown","U","Firearm Pointed",0,0,0,0,0,1,0,"",1,"","Subject 1096",28,"Black","M",0,1,0,"",0,0,0,0,0,0,0,0,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","13BU029014","Burlington","2013-10-26 08:44:00","Disorderly Conduct","D","","",1,"Unlawful Mischief (Misdemeanor) 13 VSA 3701(B) 290",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 1110",62,"White","M",1,0,0,"",0,0,0,0,0,0,0,0,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","13BU029047","Burlington","2013-10-26 20:55:00","Resisting Arrest","D","","",1,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 813",53,"White","M",0,0,0,"",1,0,0,0,0,0,1,0,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","13BU029424","Burlington","2013-10-31 14:39:00","Welfare Check","C","","",0,"",1,"U",0,"Unknown","U","Firearm Pointed",0,0,0,0,0,1,0,"",1,"","Subject 249",33,"White","M",0,0,0,"",0,0,0,0,0,0,0,0,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","13BU029428","Burlington","2013-10-31 16:00:00","DUI","B","","",1,"Driving Under The Influence - First Offense 23 VSA 1201 90D",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 1121",24,"White","M",1,0,1,"",0,0,0,0,0,1,1,0,0,0,"",0,"","Admitted to hospital"
"BPD_UseOfForce_2012_2018.xlsx","13BU029650","Burlington","2013-11-02 02:20:00","Disturbance","D","","",1,"Disorderly Conduct - All Other 13 VSA 1026 90C",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 518",29,"White","M",0,1,0,"",0,0,0,0,0,0,0,1,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","13BU029726","Burlington","2013-11-02 22:16:00","Disorderly Conduct","D","","",1,"Disorderly Conduct - All Other 13 VSA 1026 90C",1,"U",0,"Unknown","U","Empty Hand Control,Oc Spray Use",1,0,1,0,0,0,0,"",1,"","Subject 1217",32,"White","M",1,1,1,"",0,0,0,0,0,1,1,1,0,0,"",0,"","Evaluated at scene"
"BPD_UseOfForce_2012_2018.xlsx","13BU029879","Burlington","2013-11-04 18:14:00","Violation of Conditions of Release","B","","",1,"",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 797",50,"White","F",1,1,0,"",0,0,0,0,0,1,1,0,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","13BU029950","Burlington","2013-11-05 18:43:00","Burglary","C","","",1,"Burglary 13 VSA 1201 220",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 1147",36,"White","M",1,0,0,"",1,0,0,0,1,0,1,1,0,0,"",1,"","No"
"BPD_UseOfForce_2012_2018.xlsx","13BU030021","Burlington","2013-11-06 16:29:00","Homicide","A","","",0,"",1,"U",0,"Unknown","U","Firearm Pointed,Firearm Used",0,0,0,0,0,1,1,"",1,"","Subject 147",55,"White","M",1,0,0,"",0,0,0,0,0,0,0,1,1,0,"",1,"","Transported to ER"
"BPD_UseOfForce_2012_2018.xlsx","13BU30021A","Burlington","2013-11-06 16:29:00","","","","",0,"",1,"U",0,"Unknown","U","Firearm Pointed",0,0,0,0,0,1,0,"",1,"","Subject 147",55,"White","M",1,0,0,"",0,0,0,0,0,0,0,1,1,0,"",1,"","Transported to ER"
"BPD_UseOfForce_2012_2018.xlsx","13BU030047","Burlington","2013-11-07 01:22:00","Overdose","A","","",0,"",1,"U",0,"Unknown","U","Firearm Pointed",0,0,0,0,0,1,0,"",1,"","Subject 1296",58,"White","M",1,0,0,"",1,0,0,0,0,0,0,0,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","13BU030062","Burlington","2013-11-07 12:10:00","False Info to Police","E","","",1,"Possessing/Making Burglar'S Tools 13 VSA 1204 220",1,"U",0,"Unknown","U","Empty Hand Control,Taser Display",1,0,0,1,0,0,0,"",1,"","Subject 506",38,"White","M",0,0,0,"",1,0,0,1,0,0,0,0,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","13BU030238","Burlington","2013-11-09 02:20:00","Disorderly Conduct","D","","",0,"",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 330",24,"Asian","M",0,1,0,"",0,0,0,1,0,0,1,0,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","13BU030238","Burlington","2013-11-09 02:20:00","Disorderly Conduct","D","","",0,"",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 649",28,"Black","M",0,1,0,"",1,1,0,0,0,0,0,0,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","13BU030467","Burlington","2013-11-11 21:39:00","Crash - Injury to person(s)","C","","",0,"",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 1144",24,"Black","M",0,0,0,"",1,1,1,0,0,0,1,0,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","13BU030590","Burlington","2013-11-13 18:50:00","Disturbance","D","","",1,"Disorderly Conduct - All Other 13 VSA 1026 90C",1,"U",0,"Unknown","U","Firearm Pointed",0,0,0,0,0,1,0,"",1,"","Subject 461",55,"White","M",0,0,0,"",1,0,0,0,0,0,0,0,1,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","13BU030741","Burlington","2013-11-15 17:53:00","Assault - Simple","D","","",1,"Assault On A Law Enforcement Officer/Firefighter/EMS/Health Care Worker (Misdemeanor) 13 VSA 1028(A)(1) 13B",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 39",38,"White","M",0,1,1,"",0,0,1,0,1,0,1,1,0,0,"",1,"","No"
"BPD_UseOfForce_2012_2018.xlsx","13BU030756","Burlington","2013-11-15 20:10:00","False Public Alarms","C","","",1,"False Alarms To Public Safety 13 VSA 1751(A) 90Z",1,"U",0,"Unknown","U","Firearm Pointed",0,0,0,0,0,1,0,"",1,"","Subject 1265",37,"Black","M",1,1,0,"",0,0,1,0,1,0,0,1,0,0,"",0,"","Transported to ER"
"BPD_UseOfForce_2012_2018.xlsx","13BU031216","Burlington","2013-11-21 10:00:00","Assault - Simple","A","","",1,"",1,"U",0,"Unknown","U","Empty Hand Control,Taser Use",1,0,0,0,1,0,0,"",1,"","Subject 290",24,"White","M",1,0,0,"",1,0,0,0,1,0,1,1,0,0,"",0,"","Evaluated at scene"
"BPD_UseOfForce_2012_2018.xlsx","13BU031256","Burlington","2013-11-21 22:12:00","Intoxication","E","","",1,"",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 627",53,"White","M",0,1,0,"",0,0,0,0,1,0,0,0,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","13BU031264","Burlington","2013-11-22 01:34:00","Intoxication","D","","",0,"",1,"U",0,"Unknown","U","Oc Spray Use",0,0,1,0,0,0,0,"",1,"","Subject 34",42,"White","M",1,1,0,"",0,0,0,0,0,0,1,0,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","13BU031267","Burlington","2013-11-22 02:10:00","Intoxication","E","","",0,"",1,"U",0,"Unknown","U","Empty Hand Control,Firearm Pointed",1,0,0,0,0,1,0,"",1,"","Subject 143",28,"White","M",0,1,0,"",1,1,0,0,0,0,0,0,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","13BU031292","Burlington","2013-11-22 17:30:00","DUI","B","","",1,"Driving Under The Influence - Criminal Refusal 23 VSA 1202 90D",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 1019",43,"White","F",1,0,1,"",0,0,0,0,0,0,1,0,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","13BU031444","Burlington","2013-11-24 14:03:00","Intoxication","E","","",0,"",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 508",55,"White","M",0,1,0,"",1,0,0,0,0,1,1,0,0,0,"",0,"","Transported to ER"
"BPD_UseOfForce_2012_2018.xlsx","13BU031450","Burlington","2013-11-24 16:20:00","Mental Health Issue","E","","",0,"",1,"U",0,"Unknown","U","",0,0,0,0,0,0,0,"",1,"","Subject 226",24,"White","F",1,0,0,"",0,0,0,0,0,0,1,0,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","13BU031476","Burlington","2013-11-25 01:44:00","Intoxication","D","","",0,"",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 1135",35,"Black","M",0,1,0,"",0,0,0,0,0,1,1,0,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","13BU031576","Burlington","2013-11-26 02:19:00","Disorderly Conduct","C","","",1,"Disorderly Conduct - All Other 13 VSA 1026 90C",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 993",24,"White","F",1,0,0,"",1,0,0,1,0,1,0,0,0,0,"",0,"","Transported to ER"
"BPD_UseOfForce_2012_2018.xlsx","13BU031665","Burlington","2013-11-27 10:30:00","Juvenile Problem","E","","",0,"",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 1252",17,"White","F",1,0,0,"",0,0,0,0,0,0,1,1,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","13BU031685","Burlington","2013-11-27 15:18:00","Mental Health Issue","E","","",0,"",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 1356",25,"White","M",1,0,0,"",0,0,0,0,0,1,1,0,0,0,"",0,"","Transported to ER"
"BPD_UseOfForce_2012_2018.xlsx","13BU031826","Burlington","2013-11-29 22:24:00","Assault - Simple","D","","",1,"Simple Assault 13 VSA 1023 13B",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 876",33,"White","M",1,1,1,"",0,0,0,0,0,0,1,1,0,0,"",1,"","Admitted to hospital"
"BPD_UseOfForce_2012_2018.xlsx","13BU031845","Burlington","2013-11-30 02:20:00","Intoxication","D","","",0,"",1,"U",0,"Unknown","U","Oc Spray Use",0,0,1,0,0,0,0,"",1,"","Subject 663",31,"White","M",0,1,0,"",0,0,1,0,1,0,0,0,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","13BU031930","Burlington","2013-11-30 23:49:00","DUI","C","","",1,"Driving Under The Influence - Criminal Refusal 23 VSA 1202 90D",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 1232",27,"White","M",1,1,0,"",0,0,0,0,1,1,1,0,0,0,"",1,"","Evaluated at scene"
"BPD_UseOfForce_2012_2018.xlsx","13BU032170","Burlington","2013-12-03 20:46:00","Domestic Disturbance","A","","",0,"",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 595",32,"White","M",0,0,0,"",1,0,0,0,0,0,0,0,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","13BU032170","Burlington","2013-12-03 20:56:00","Domestic Disturbance","A","","",0,"",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 760",30,"White","M",0,0,0,"",1,0,0,0,0,0,1,0,0,0,"",0,"","Evaluated at scene"
"BPD_UseOfForce_2012_2018.xlsx","13BU032170","Burlington","2013-12-03 22:56:00","Domestic Disturbance","A","","",1,"Domestic Assault - 2nd Degree Aggravated 13 VSA 1044 13A",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 867",35,"White","M",1,0,0,"",0,0,1,1,0,0,1,1,1,0,"",1,"","Evaluated at scene"
"BPD_UseOfForce_2012_2018.xlsx","13BU032181","Burlington","2013-12-04 01:21:00","Suspicious Event","B","","",0,"",1,"U",0,"Unknown","U","",0,0,0,0,0,0,0,"",1,"","Subject 692",33,"White","F",0,1,0,"",1,0,0,0,0,1,0,0,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","13BU032328","Burlington","2013-12-05 17:38:00","Intoxication","D","","",0,"",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 384",42,"White","M",1,1,1,"",1,0,1,0,0,0,1,0,0,0,"",0,"","Transported to ER"
"BPD_UseOfForce_2012_2018.xlsx","13BU032423","Burlington","2013-12-06 15:18:00","Arrest on Warrant","C","","",1,"",1,"U",0,"Unknown","U","Firearm Pointed",0,0,0,0,0,1,0,"",1,"","Subject 635",28,"White","M",0,0,0,"",0,0,0,0,0,1,0,0,0,0,"",0,"","No"
"BPD_UseOfForce_2012_2018.xlsx","13BU032490","Burlington","2013-12-07 19:50:00","Domestic Disturbance","B","","",1,"",1,"U",0,"Unknown","U","Empty Hand Control,Taser Display",1,0,0,1,0,0,0,"",1,"","Subject 164",22,"Black","M",0,0,0,"",1,0,0,1,0,0,0,0,0,0,"",1,"","Transported to ER"
"BPD_UseOfForce_2012_2018.xlsx","13BU032667","Burlington","2013-12-10 10:57:00","Assist - Agency","B","","",0,"",1,"U",0,"Unknown","U","Empty Hand Control",1,0,0,0,0,0,0,"",1,"","Subject 384",42,"White","M",1,1,1,"",1,1,1,0,1,0,0,0,0,0,"",0,"","Evaluated at scene"
"BPD_UseOfForce_2012_2018.xlsx","13BU032678","Burlington","2013-12-10 13:17:00","Assault - Simple","B","","",1,"",1,"U",0,"Unknown","U","Empty Hand Control,Oc Spray Use",1,0,1,0,0,0,0,"",1,"","Subject 292",70,"White","F",1,0,0,"",1,0,0,0,0,0,1,1,0,0,"",0,"","Evaluated at scene"
"BPD_UseOfForce_2012_2018.xlsx","13BU028116","Burlington","2013-12-18 18:50:00","Drugs - Sale","C","","",1,"Conspiracy 13 VSA 1404 90Z",1,"U",0,"Unknown","U","Empty Hand Control,Firearm Pointed",1,0,0,0,0,1,0,"",1,"","Subject 60",43,"Black","M",0,0,0,"",1,0,0,0,0,1,1,0,0,0,"",1,"","Transported to ER"
"BPD_UseOfForce_2012_2018.xlsx","13BU028116","Burlington","2013-12-18 19:00:00","Drugs - Sale","C","","",1,"Drugs - Heroin, Possession 200+ Milligrams 18 VSA 4233(A)(2) 35A",1,"U",0,"Unknown","U","Firearm Pointed",0,0,0,0,0,1,0,"",1,"","Subject 1266",35,"Black","M",0,0,1,"",1,0,0,0,0,0,0,0,0,0,"",0,"","No"
